a,b,c,d,e,PM2.5
0.00862,0.5471,-1.3379,-0.8619,0.24633,0.150442478
0.02409,-0.39923,-1.47801,-0.29274,-0.94871,0.203539823
0.31044,-0.31958,-1.08753,0.10313,-0.69906,0.230088496
0.71815,-0.73396,-0.78463,-0.13459,-0.50627,0.247787611
0.11226,-0.51196,-0.66697,0.29779,-0.15415,0.168141593
-0.36625,-0.58807,-0.2665,0.58007,0.05902,0.17699115
-0.40124,-0.78926,-0.07247,0.48658,0.18021,0.115044248
-0.45943,-0.92504,-0.11356,0.41307,0.14065,0.097345133
-0.62307,-0.8903,-0.14649,0.43796,0.28408,0.061946903
-0.53755,-0.75944,-0.10349,0.42394,0.13931,0.079646018
-0.30536,-0.82011,-0.55639,0.60474,0.50823,0.061946903
-0.27345,-0.84903,-0.64815,0.61824,0.39992,0.17699115
-0.39762,-1.12036,-0.62512,0.35675,0.36864,0.194690265
-0.90361,-0.51839,-0.08332,0.87344,0.51354,0.185840708
-0.69508,-0.66923,-0.08914,0.58539,0.31556,0.044247788
-0.03563,-1.00695,0.0169,0.99478,0.55403,0.008849558
0.17203,-1.31373,0.31144,0.43442,-0.3905,0.008849558
2.45052,-1.80618,1.52184,1.69838,-0.9978,0.008849558
1.95337,-0.59915,1.36032,0.5284,-2.00366,0.03539823
1.1785,0.73517,0.42619,-1.73003,-0.54906,0.132743363
0.79544,1.16529,-0.30539,-1.54914,-0.14157,0.17699115
0.37081,1.5956,-0.6127,-0.9562,0.4495,0.265486726
0.08546,1.71738,-1.07347,-0.88926,0.59049,0.265486726
0.14042,1.56845,-1.19508,-1.315,0.62308,0.309734513
0.08695,1.74651,-1.01586,-0.50062,0.7829,0.318584071
0.54361,0.94277,-0.34633,-1.71011,0.67362,0.327433628
-0.22938,-0.81813,-1.09132,-0.41458,-0.94949,0.362831858
0.07934,-0.6809,-0.45865,0.09948,-0.08965,0.283185841
-0.07866,-1.01873,-0.29577,-0.09119,-0.33042,0.318584071
0.31264,-1.15173,-0.32143,-0.22194,-0.37617,0.336283186
0.1521,-1.03852,-0.77325,-0.04961,0.17949,0.318584071
-0.0296,-1.03036,-0.81965,0.25167,0.27032,0.309734513
-0.43093,-0.66188,-0.81391,0.51188,0.39058,0.238938053
-0.07554,-1.25618,-0.97782,-0.05367,-0.16005,0.247787611
-0.02782,-1.55182,-0.66219,0.06216,-0.21436,0.14159292
-0.60561,-0.88259,-0.34734,0.29546,-0.07979,0.10619469
-0.69952,-1.19615,-0.27264,-0.07234,-0.16626,0.10619469
-0.7658,-1.30013,-0.26765,-0.0012,-0.18746,0.132743363
-0.63877,-1.35941,-0.01687,0.30522,-0.12371,0.14159292
-0.52164,-1.39098,0.10289,0.18378,-0.09434,0.14159292
1.09089,-1.54755,1.49085,1.14299,-0.82118,0.159292035
-0.87262,-0.47366,-0.13801,1.25555,-0.18691,0.212389381
-0.70241,0.01693,-0.27279,-0.02875,0.36246,0.221238938
-0.42698,-0.04193,-0.47551,-1.11944,0.19782,0.203539823
-0.13698,0.21973,-0.51567,-0.68018,0.22349,0.123893805
-0.38335,0.71787,-0.00833,-1.11543,1.38318,0
-0.66239,-0.2575,-0.67217,-0.14903,-0.07246,0
-0.60934,-0.38487,-0.89067,-0.05721,-0.41465,0.07079646
-0.56859,-0.17782,-0.53974,0.78815,-0.22108,0.115044248
-0.05336,-0.48454,-0.18971,0.88582,-0.19359,0.14159292
0.82394,-1.01208,-0.09073,1.10115,-0.23048,0.230088496
0.32022,-0.52036,-0.20746,2.17071,-0.05356,0.336283186
-0.082,-0.63219,-0.54355,1.469,0.09674,0.327433628
-0.02827,-1.13371,-0.66618,0.47446,-0.07887,0.309734513
-0.01433,-1.40772,-0.58301,0.40779,-0.1598,0.203539823
-0.22735,-1.4001,-0.44398,0.63252,0.07932,0.123893805
-0.47685,-1.02805,-0.63343,1.01515,0.26585,0.044247788
-0.42067,-0.91581,-0.59453,0.94102,0.18524,0.044247788
-0.50554,-0.99199,-0.51394,0.54598,-0.01516,0.10619469
-0.63084,-0.76852,-0.52569,0.95548,0.1321,0.203539823
-0.38207,-1.3813,-0.69922,0.24033,0.10476,0.212389381
-0.41049,-1.37172,-0.55094,0.4602,0.16531,0.150442478
-0.40147,-1.34876,-0.09004,1.0307,0.3372,0.088495575
-0.05261,-1.52207,0.10886,0.79517,0.0226,0.044247788
1.68991,-1.86493,1.94428,1.39037,-0.56772,0.061946903
0.57162,-1.26571,0.3082,0.80253,-0.4798,0.03539823
0.49856,-0.10495,0.11254,-1.60422,1.36726,0.123893805
0.57946,0.51038,0.01366,-1.35023,0.72723,0.203539823
1.31754,0.64928,-0.29361,-0.80522,0.64544,0.238938053
1.36788,0.67764,-0.93085,-0.50337,0.08262,0.168141593
1.19939,0.99903,-1.65865,-0.61289,0.02494,0.203539823
1.64724,1.31212,-1.63728,-0.80934,0.29798,0.300884956
1.18798,1.20737,-0.22912,-1.4194,0.24552,0.362831858
0.35042,-0.41224,-1.21223,0.07143,-0.8792,0.362831858
0.93633,-0.85536,-0.63064,0.37855,-0.8202,0.292035398
1.66511,-1.25474,-0.53501,0.27603,-0.51976,0.274336283
1.05136,-1.24206,-0.46562,0.08198,-0.17493,0.274336283
1.05674,-1.40004,-0.14864,0.09205,-0.07247,0.309734513
0.68707,-1.45245,-0.08605,0.15483,-0.15709,0.336283186
0.57506,-1.58741,-0.42268,-0.23914,-0.2522,0.336283186
0.42517,-1.59186,-0.27729,-0.26749,0.01149,0.238938053
0.12118,-1.41111,-0.51167,-0.27296,-0.19941,0.168141593
0.33033,-1.17831,-0.61145,-0.25872,0.17711,0.17699115
0.41159,-1.01433,-0.67718,0.21242,0.06326,0.345132743
0.44623,-0.98711,-0.79468,0.17047,-0.08539,0.469026549
0.85436,-1.44644,-0.88274,0.15049,-0.40423,0.477876106
0.75189,-1.55187,-0.50008,0.6696,-0.28767,0.353982301
0.68677,-1.71305,0.09723,0.43512,-0.40133,0.159292035
1.66965,-1.72819,0.60011,0.80101,-0.74156,0.088495575
0.76577,-0.88483,0.72317,0.9607,-0.78131,0.061946903
-0.11362,-0.74794,-0.62129,-0.09473,-0.7386,0.115044248
0.68369,0.87244,0.30884,-0.77171,0.80307,0.150442478
1.07112,1.15658,0.71676,-0.16203,0.66433,0.14159292
1.08955,0.9685,0.72319,-0.2704,0.54107,0.150442478
0.28671,1.16917,0.14719,-0.07164,0.82095,0.185840708
0.34108,0.54076,-0.01198,-1.7971,0.99394,0.274336283
0.42279,0.60379,0.01073,-0.82876,1.05393,0.221238938
0.48664,-0.39625,-0.05135,-0.84479,0.1693,0.292035398
0.34995,-0.96407,-0.25656,-0.14921,-0.67684,0.300884956
-0.22205,-0.63995,-0.3582,0.26874,-0.32757,0.362831858
-0.38507,-0.98147,-0.06807,0.12095,-0.36671,0.221238938
-0.39579,-0.96301,0.20819,0.26226,-0.16428,0.14159292
-0.3845,-1.2227,0.25155,0.01492,-0.27058,0.07079646
-0.37353,-1.53594,-0.06695,-0.02371,-0.37936,0.150442478
-0.63249,-1.28212,-0.00066,-0.05514,-0.25247,0.17699115
-0.83724,-1.08639,0.04268,0.41925,-0.22758,0.212389381
-1.02602,-0.24651,0.18432,1.97916,0.38736,0.10619469
-1.06032,-0.62489,-0.10464,0.68766,-0.18052,0.061946903
-0.79261,-1.37306,-0.2783,-0.27546,-0.24459,0.017699115
-0.72138,-1.22116,-0.11825,-0.27267,-0.01507,0.017699115
-0.94512,-1.25331,-0.01123,0.04549,0.06041,0.017699115
-0.70466,-1.37743,0.13872,0.04475,-0.03702,0.008849558
-0.66447,-1.07806,0.39759,0.55014,0.11216,0.008849558
-0.62615,-0.91173,0.22525,0.56627,-0.048,0.017699115
0.01499,-0.69679,0.40937,-0.30741,0.47069,0.017699115
0.42667,0.02769,0.47137,-0.70598,1.57922,0.053097345
0.75352,-0.93331,0.02897,0.8592,-0.2269,0.044247788
0.31345,-0.47601,0.1337,1.8498,-0.19156,0.044247788
0.09909,-0.59913,-0.03278,1.38571,-0.08248,0.044247788
0.29879,-0.74499,0.12667,1.1488,-0.14908,0.07079646
0.3121,-0.83003,0.11322,0.9673,-0.14951,0.123893805
0.69346,-0.74617,0.22845,0.28808,0.54071,0.159292035
0.56029,-1.09841,-0.04141,0.85917,0.12086,0.159292035
0.20073,-1.28901,0.03545,0.75797,-0.00659,0.10619469
-0.21887,-1.13166,-0.14301,0.85768,0.35943,0.185840708
0.02989,-1.26234,-0.28732,0.52014,0.13955,0.265486726
-0.14021,-1.08097,-0.40275,0.96668,0.30327,0.300884956
-0.21991,-1.21916,-0.38463,1.04844,0.12407,0.17699115
-0.31456,-1.23501,-0.38713,0.9013,0.16626,0.061946903
-0.24145,-1.2571,-0.32504,0.82184,0.07187,0.061946903
-0.02827,-1.42004,-0.30783,1.00879,0.1389,0.132743363
-0.2086,-1.28943,-0.06757,1.1115,0.20555,0.115044248
-0.58981,-1.10031,-0.34091,1.19554,0.34388,0.115044248
-0.56513,-1.2706,-0.4947,0.77495,0.40749,0.026548673
-0.75907,-1.16359,-0.46658,0.62722,0.37028,0.044247788
-0.7052,-1.22119,-0.48038,0.45305,0.39291,0.017699115
-0.34821,-1.35845,-0.44675,0.42634,0.37975,0.017699115
-0.35607,-1.0879,-0.46246,0.80187,0.4684,0.03539823
-0.24829,-0.95932,-0.39381,1.2097,0.37245,0.044247788
0.00402,-1.11131,-0.41381,0.66687,0.07709,0.044247788
-0.04352,-0.61788,-0.37423,1.56328,0.29147,0.008849558
0.15657,-0.83642,-0.45123,0.96842,0.17804,0.017699115
0.65271,-1.03279,-0.60058,1.01673,-0.00652,0.115044248
0.81494,-0.93782,-0.84138,0.82617,-0.20531,0.238938053
0.7465,-0.77956,-0.98943,0.97788,-0.08994,0.353982301
0.64132,-0.78253,-1.23205,0.58845,-0.41936,0.415929204
0.79056,-0.55797,-1.24361,1.76366,-0.33907,0.433628319
0.25396,-0.41344,-1.30136,1.70745,-0.23626,0.460176991
0.02239,-0.33908,-1.45888,1.81473,-0.12622,0.389380531
-0.49625,0.1294,-1.47645,2.3192,0.05827,0.309734513
-0.6088,0.18771,-1.50937,1.78653,-0.34599,0.300884956
-0.73506,0.18133,-1.4001,1.90346,-0.23645,0.327433628
-0.82174,0.02371,-1.3191,1.65609,-0.16936,0.256637168
-0.7566,-0.26842,-1.04484,0.9971,-0.3113,0.221238938
-0.75152,-0.48907,-1.09798,0.54597,-0.36541,0.150442478
-0.86962,-0.04783,-1.04761,1.48473,-0.14127,0.247787611
-0.8081,-0.30243,-0.96879,1.02476,-0.28488,0.194690265
-0.90704,0.30071,-1.11632,2.0898,-0.06812,0.203539823
-0.97432,0.4076,-1.16493,2.36397,-0.07704,0.247787611
-0.96689,0.33561,-1.08588,2.24589,-0.0777,0.265486726
-0.79871,-0.01122,-0.97082,1.32717,-0.18985,0.336283186
-0.58001,0.00316,-1.02626,1.3339,-0.43848,0.212389381
-0.42716,-0.08564,-1.43034,1.11557,-0.2845,0.159292035
-0.43244,-0.00766,-1.22727,0.65703,-0.66565,0.132743363
-0.43364,-0.30391,-1.29051,0.11496,-0.83792,0.17699115
0.06558,0.29822,-1.44443,-0.63996,0.63708,0.230088496
-0.25148,-0.51633,-1.56319,0.09997,-0.89954,0.212389381
0.15881,-0.32324,-1.6725,0.05419,-0.43177,0.212389381
0.08312,-0.08988,-1.57965,0.36628,-0.16454,0.17699115
0.25822,0.02594,-1.66039,1.03601,-0.52931,0.194690265
0.17436,-0.14529,-1.61939,0.86124,-0.36955,0.265486726
-0.34482,-0.44942,-1.64338,0.14757,-0.27982,0.345132743
-0.20956,-0.9836,-1.63209,0.44767,-0.41041,0.336283186
-0.05888,-0.91073,-1.43178,0.23803,-0.19517,0.300884956
-0.34026,-0.79612,-1.47425,-0.01132,-0.29345,0.194690265
0.03715,-1.16672,-1.41072,-0.58463,-0.2111,0.221238938
-0.00823,-1.29275,-1.26018,-0.23579,-0.29473,0.194690265
0.06489,-1.42759,-1.34533,0.01736,-0.36022,0.238938053
-0.12492,-0.98358,-0.83962,-0.96368,0.5319,0.17699115
0.47239,-0.72741,-0.79841,-0.85693,1.15167,0.159292035
0.76675,-1.17165,-0.78084,-0.93657,0.78366,0.17699115
0.96527,-1.00801,-0.76175,-0.6594,0.8517,0.292035398
0.13156,-1.52728,-0.95091,-0.03295,-0.21371,0.238938053
-0.11007,-1.5462,-0.74566,-0.0906,-0.26523,0.194690265
0.99509,-1.65574,-0.43522,0.54452,-0.53329,0.061946903
0.15071,-1.20556,-0.8332,0.04889,-0.58857,0.159292035
-0.02403,-0.63751,-1.50035,0.15225,-0.50959,0.132743363
0.17702,0.65541,-1.39016,-1.97363,0.88666,0.194690265
0.49515,0.77274,-1.36265,-1.17232,0.49023,0.132743363
0.2643,1.29217,-1.24801,-0.89618,0.83558,0.292035398
0.16628,0.9749,-1.2676,-1.33167,0.75587,0.283185841
0.18972,1.43269,-1.09276,-0.65026,0.9635,0.424778761
0.84075,1.08194,-0.64857,-0.71925,0.85412,0.495575221
1.54472,0.74388,-0.34283,-1.53774,0.25278,0.592920354
1.51265,0.23678,-0.28994,-1.65807,0.4391,0.628318584
1.87744,-0.65623,-0.31459,0.29117,-0.75516,0.592920354
1.32977,-0.58637,-0.22449,0.93411,-0.2801,0.592920354
1.1417,-0.77201,-0.6017,0.24158,-0.32957,0.628318584
1.02654,-1.02076,-0.60201,-0.19215,-0.28322,0.628318584
2.12538,-1.48866,-0.13688,-0.02812,-0.92483,0.530973451
1.62982,-1.33899,-0.21024,0.04557,-0.41045,0.477876106
0.83717,-0.94615,-0.58068,0.32929,-0.13211,0.442477876
1.02405,-0.79424,-0.63753,0.45185,-0.35873,0.513274336
0.5026,-0.71201,-0.55996,0.23134,-0.25295,0.477876106
0.25624,-0.79494,-0.69174,0.06479,-0.16936,0.584070796
0.2359,-1.29751,-0.71271,-0.10004,-0.40134,0.575221239
0.57131,-1.3407,-0.78755,0.07962,-0.39606,0.610619469
0.66977,-0.43917,-0.42964,-0.87342,0.32534,0.469026549
2.79844,-1.7972,1.59441,1.13452,-1.44089,0.380530973
2.06798,-1.25234,0.7718,0.59694,-1.25457,0.283185841
0.55807,-0.58985,-0.80613,0.27347,-0.74046,0.247787611
0.68921,0.74178,-0.44571,-1.17233,0.97423,0.318584071
0.87599,0.95873,0.12848,-1.07176,0.57395,0.380530973
0.58903,1.30805,-0.07015,-0.91058,0.531,0.371681416
0.85272,1.59189,0.13945,0.04985,0.72428,0.265486726
0.10687,1.06513,-0.39887,-1.13311,0.81613,0.194690265
-0.12514,1.30949,-0.49591,-0.88522,0.88173,0.159292035
0.39391,0.16122,-0.5005,-0.723,-0.16729,0.221238938
1.24139,-0.42652,-0.48573,-0.48196,-0.35937,0.212389381
1.53852,-0.96226,-0.60613,0.61865,-0.70202,0.168141593
0.32612,-1.02432,-0.32624,-0.33503,-0.80783,0.212389381
0.86181,-1.55563,-0.38624,0.17374,-0.74639,0.194690265
0.38067,-1.0938,-0.07772,0.10242,-0.70703,0.247787611
1.38358,-1.48921,-0.18654,0.77882,-0.6935,0.132743363
0.74581,-1.4171,-0.42331,0.35714,-0.54803,0.097345133
-0.84563,-0.99955,-0.83809,-0.67904,0.12158,0.221238938
-1.09919,-0.48703,-0.75655,0.67768,0.23699,0.150442478
-1.10699,-0.71069,-0.79778,-0.03527,0.10825,0.07079646
-0.63578,-1.53642,-1.14145,-0.05032,-0.08432,0.07079646
-0.52129,-1.45973,-0.92838,0.21386,0.03766,0.061946903
-0.30336,-1.67683,-0.81388,-0.09882,-0.11914,0.053097345
0.07417,-1.53839,-0.55333,0.21032,-0.18185,0.026548673
2.17511,-1.37305,1.0369,-0.12398,-0.0425,0.159292035
2.21074,-1.27221,1.38834,1.32005,-1.05911,0.14159292
-0.17153,0.7914,-1.08416,-1.81912,1.06199,0.274336283
0.30892,1.21597,-0.91751,-0.82399,1.02709,0.14159292
0.09667,1.1052,-1.49426,-0.75936,0.88694,0.185840708
0.24709,1.36042,-1.47223,-0.68326,1.08979,0.274336283
0.4015,1.23806,-1.30564,-0.87704,1.02838,0.371681416
0.52591,1.16071,-1.09034,-0.61863,1.00848,0.345132743
1.24516,-0.1358,-0.93916,-0.53052,-0.17241,0.309734513
1.03649,-0.60826,-0.85857,0.22508,-0.28832,0.247787611
0.46489,-0.69376,-1.01776,0.15702,0.09647,0.238938053
-0.58981,-0.60376,-0.69034,0.6886,0.50532,0.256637168
-0.86936,-0.67008,-0.51136,0.28837,0.28834,0.265486726
-0.92753,-0.68513,-0.57589,0.34081,0.25719,0.247787611
-0.64853,-0.9097,-0.87419,-0.27886,0.38632,0.230088496
-0.44429,-0.91968,-1.08551,-0.2625,0.48133,0.203539823
-0.55368,-0.73908,-0.89962,0.54849,0.69452,0.212389381
-0.77811,-0.75132,-0.64613,-0.05278,0.19395,0.203539823
-0.58384,-0.82766,-0.73083,0.13158,0.23033,0.203539823
-0.6615,-0.69245,-0.48146,0.45445,0.09554,0.212389381
0.64848,1.05206,-0.22927,-0.93018,0.76771,0.150442478
0.57566,-0.88317,-1.05991,-0.25312,-0.78664,0.309734513
2.17153,-1.35523,-0.28794,0.79173,-0.91689,0.292035398
2.35543,-0.04884,-0.01325,-0.33542,1.37705,0.247787611
1.1131,-1.04988,-0.79545,0.36409,-0.16048,0.159292035
0.62863,-1.45115,-0.93325,0.22894,-0.49861,0.203539823
0.10953,-1.10179,-0.95084,-0.20277,-0.10026,0.221238938
0.64523,-0.45937,-0.11447,-1.46605,1.70635,0.159292035
-0.01583,-0.79341,-0.50001,-0.83695,1.09332,0.159292035
-1.1709,-0.4014,-1.13709,0.64192,0.07034,0.097345133
-1.11478,-0.37898,-1.26539,0.29577,-0.04861,0.07079646
-1.06384,-0.42738,-0.97582,1.01938,0.07075,0.10619469
-0.66544,-0.56159,-0.82131,0.76981,-0.20152,0.150442478
-0.93181,-0.41775,-1.10731,0.47021,-0.17344,0.17699115
-0.73249,-0.21367,-1.40189,-0.0694,-0.31778,0.088495575
-0.6968,0.23003,-1.44527,0.17238,-0.23808,0.079646018
-0.46604,0.337,-1.92985,0.44307,-0.20342,0.061946903
0.02067,0.80866,-2.17822,0.76939,-0.49604,0.292035398
1.34444,0.82086,-2.99109,0.02208,-1.2632,0.973451327
1.26009,0.4964,-3.12517,0.1245,-0.70008,0.938053097
0.97602,0.29314,-2.88988,-0.04471,-1.0549,0.911504425
0.83278,0.52824,-2.79527,1.1012,-0.90917,0.946902655
0.06213,1.36682,-2.78068,2.77721,-0.57163,0.955752212
0.05864,0.71389,-2.84909,1.42521,-0.64814,0.82300885
-0.01361,0.33557,-2.61898,0.98073,-0.44783,0.716814159
-0.1988,0.12518,-2.49401,0.77752,-0.37899,0.575221239
-0.28598,-0.00781,-2.33299,0.65712,-0.24176,0.469026549
-0.74287,0.17231,-2.01779,1.06389,-0.03315,0.371681416
-0.50292,-0.60433,-1.9867,0.19991,-0.10189,0.415929204
-0.70382,-0.32226,-2.02525,0.48273,-0.20333,0.433628319
-0.81201,-0.36232,-1.63184,0.16707,-0.42248,0.345132743
0.17791,-0.60597,-0.68239,-1.2993,0.25232,0.194690265
2.87906,-0.58561,1.36888,-0.58381,0.0381,0.10619469
2.94942,-0.14512,0.91378,-0.00091,-0.40096,0.10619469
1.37737,1.09549,-1.01269,0.7487,-0.15307,0.362831858
0.72343,1.6058,-1.93114,0.49623,-0.06618,0.575221239
1.24036,1.42509,-2.08394,-1.6013,0.10969,0.592920354
1.61144,0.98464,-2.20018,-2.04157,-0.15027,0.646017699
1.02683,0.10867,-1.52741,-1.20665,-0.15192,0.690265487
0.57496,-0.42652,-1.95004,-0.67477,-0.67417,0.646017699
0.76841,0.044,-1.85542,-0.71411,-0.46123,0.672566372
1.81145,-0.0057,-1.09706,-0.82981,-0.57577,0.646017699
0.72628,-0.18164,-1.83892,0.05797,-0.34707,0.619469027
0.32762,-0.21775,-1.87255,-0.32549,-0.20284,0.557522124
-0.01435,-0.33619,-1.83977,0.14248,-0.03293,0.548672566
0.40882,-0.991,-1.46848,-0.04762,0.32381,0.433628319
0.40971,-0.81813,-1.26971,0.47455,0.49816,0.477876106
0.08025,-0.55735,-0.98088,0.6781,0.25112,0.539823009
0.09671,-0.62581,-1.07744,0.68325,0.20321,0.592920354
0.61352,-0.72967,-0.81566,1.03525,0.09806,0.477876106
1.09393,-1.02997,-0.81231,0.56695,-0.73211,0.495575221
1.40405,0.72469,-0.39292,-1.79217,0.62037,0.513274336
1.47453,0.82835,-0.74129,-1.95803,0.22177,0.513274336
1.07865,1.18879,-1.2616,-1.02635,0.33588,0.460176991
0.17211,1.17139,-0.54117,-0.08234,1.45078,0
0.83311,1.38944,-0.75913,-0.17164,0.92843,0.460176991
0.44646,0.37689,-1.40221,-0.62679,0.29758,0.424778761
0.34525,0.06805,-1.409,-0.62971,0.31361,0.398230088
0.23673,-0.67114,-1.29488,0.13687,-0.31505,0.415929204
0.07231,-0.28886,-1.23686,1.28964,-0.12285,0.415929204
0.19088,-0.24536,-1.0602,-0.56089,0.71719,0.353982301
-0.14517,-0.34016,-1.26391,1.41793,0.04793,0.168141593
-0.15575,-1.06614,-1.2802,0.05658,-0.29381,0.17699115
0.76468,-1.16433,0.02051,-0.55384,1.17433,0.309734513
1.42859,-1.65426,-0.16265,0.65426,0.67788,0.247787611
0.81019,-1.35548,0.04817,-0.73931,0.94728,0.194690265
0.10178,-1.36381,-0.03976,0.38905,0.59248,0.230088496
-0.15141,-1.75192,-0.18387,0.10286,0.05451,0.230088496
0.78189,-1.39914,0.71806,0.78685,0.21348,0.212389381
1.33291,-0.26034,1.22638,-1.15542,0.91922,0.194690265
2.64242,0.12579,2.50981,-0.93155,0.08636,0.194690265
1.79021,-0.20538,1.07011,-0.54436,-0.59226,0.203539823
1.8518,0.39373,0.56632,-1.54002,0.43175,0.469026549
1.83828,0.08641,0.53468,-1.84793,0.60877,0.460176991
1.55019,-1.00738,0.04849,-0.97338,0.06458,0.451327434
0.92194,-1.15347,-0.24039,0.20974,-0.19079,0.433628319
0.89854,-1.0049,-0.17075,-0.22456,0.15591,0.460176991
0.5723,-0.88261,-0.39513,0.3662,0.09503,0.442477876
2.26505,-0.94906,0.77943,-1.03089,1.19179,0.469026549
1.4467,-1.80123,-0.25518,0.24232,0.07173,0.415929204
0.37302,-0.98601,-0.27579,0.98504,0.29678,0.380530973
-0.39511,-0.18232,-0.99242,0.49867,0.23627,0.265486726
-0.33436,-0.74999,-0.99627,0.12781,0.27209,0.318584071
-0.43666,-0.70895,-0.9598,0.53299,0.30338,0.292035398
-0.51764,-0.85047,-0.85229,0.49762,0.36581,0.345132743
0.03217,-1.29195,-0.44421,0.21805,-0.00269,0.212389381
0.24508,-1.30488,0.07883,0.69466,-0.17231,0.194690265
1.93797,-1.5305,1.25699,0.69626,-0.93402,0.123893805
1.76593,0.3206,-0.0482,1.07852,0.27322,0.17699115
0.04805,1.16504,-0.82598,0.72139,0.43151,0.132743363
0.48918,1.83757,-1.10257,-0.05934,0.22555,0.194690265
0.73023,1.52348,-0.92785,-0.2624,0.36524,0.309734513
1.25968,1.13424,-0.41422,0.22758,0.13709,0.283185841
1.55178,0.5691,-0.23843,-1.22915,0.0408,0.300884956
1.34745,-0.35228,-0.54618,0.91378,-0.28044,0.230088496
0.76566,-0.35453,-0.24137,0.54245,-0.38699,0.230088496
0.71467,-0.65214,-0.34251,0.45845,-0.05502,0.221238938
1.72699,-0.84966,0.0838,-0.0208,-0.38799,0.309734513
0.86848,-0.12096,-0.68822,-0.28369,0.00166,0.433628319
0.0659,-1.17514,-0.88542,-0.30197,-0.29127,0.415929204
-0.52431,-0.59004,-0.23987,-0.24286,-0.00796,0.247787611
-0.35481,-0.75472,-0.0956,0.25937,0.22864,0.132743363
-0.54092,-0.76177,0.20595,0.32349,0.12191,0.053097345
0.31776,-1.19586,0.74428,0.43249,-0.39622,0.044247788
3.41905,-0.58415,2.04098,1.26732,0.07478,0.10619469
3.09281,0.59541,0.56679,1.55363,-0.19026,0.194690265
1.83497,1.20888,-0.62881,1.61694,0.25708,0.327433628
1.32416,1.762,-0.84004,1.84814,-0.92344,0.318584071
0.41672,1.24385,-0.31025,-0.70237,0.70654,0.486725664
0.83281,0.37184,-0.25741,-1.57844,0.41797,0.530973451
1.00347,0.46233,0.21718,-0.58585,0.97044,0.424778761
1.9377,-0.65883,1.01904,-0.21052,0.1305,0.442477876
0.35844,-1.07303,-0.41037,0.54286,-0.26304,0.389380531
0.42442,-0.67268,0.21148,0.05966,0.70501,0.318584071
0.65443,-0.41982,0.50616,-0.74197,1.79536,0.168141593
-0.40621,-1.11441,0.16532,1.07338,0.07564,0.088495575
-0.84108,-0.71105,0.197,1.85528,0.19631,0.008849558
-0.86437,-0.82647,-0.12866,1.12372,0.22729,0.026548673
-0.56838,-1.06753,-0.66598,0.664,0.62254,0.008849558
-0.78983,-1.199,-0.51452,0.61588,0.49635,0.008849558
-0.88565,-1.08825,-0.52625,0.98205,0.58308,0.008849558
-0.80326,-1.30556,-0.58631,0.36025,0.49366,0.053097345
-0.43144,-0.94072,-0.3407,-0.10381,1.26936,0.053097345
-0.74728,-0.71808,-0.37327,2.09215,0.63637,0.097345133
-0.41965,-1.23178,-0.46088,0.88103,0.4978,0.097345133
-0.38092,-0.79397,-0.30891,2.03266,0.74501,0.097345133
-0.20394,-1.21356,-0.04305,1.49553,1.39245,0.008849558
0.55108,-0.88504,0.45741,-1.24682,3.03426,0.008849558
0.54349,-1.50872,0.32189,-0.49741,1.79695,0.008849558
0.28057,-1.61734,-0.11215,0.70056,0.80014,0.008849558
-0.02836,-1.40929,-0.1524,0.8509,0.42441,0.008849558
0.21424,-1.20927,-0.03236,-0.27133,1.01396,0.008849558
-0.00436,-0.98121,-0.07564,0.34518,1.13142,0.07079646
-0.09025,-0.86744,0.04233,0.1894,1.60866,0.07079646
-0.142,-1.15377,-0.2437,-0.5046,1.2721,0.088495575
-0.3981,-1.03814,-0.72162,0.29598,0.94524,0.212389381
-0.66932,-0.64246,-0.1807,-0.31265,0.89695,0.247787611
-0.64488,-1.01419,-0.66155,0.5168,0.33279,0.230088496
-0.85494,-1.00314,-0.61542,0.53073,0.14068,0.150442478
-0.76084,-1.28312,-0.74925,0.0794,-0.18432,0.115044248
-0.75837,-1.45179,-0.66564,-0.0282,-0.18666,0.097345133
-0.5751,-1.46835,-0.7704,0.00736,-0.07657,0.088495575
-0.49213,-1.29568,-0.40954,0.13378,-0.13529,0.115044248
0.52585,-1.47172,-0.11272,0.77585,-0.19923,0.10619469
-0.39769,0.23076,-1.6613,0.39424,-0.4782,0.115044248
-0.18308,0.44786,-1.48516,0.79746,-0.21464,0.115044248
0.13941,0.40075,-1.46101,0.07993,-0.13324,0.292035398
0.52043,-0.12652,-1.6057,0.39493,-0.30134,0.292035398
0.48517,-0.59906,-1.70035,-0.1345,-0.42071,0.362831858
0.56153,-0.8243,-1.77007,0.34536,-0.36163,0.247787611
-0.44215,-0.18972,-1.34042,1.13988,-0.45155,0.371681416
-0.13691,-0.73779,-1.43426,0.11515,-0.35387,0.318584071
-0.47159,-0.45602,-1.28381,0.68504,-0.33801,0.345132743
2.70957,-0.88074,-0.69567,1.211,-0.33197,0.486725664
1.39702,-0.65254,-0.87478,0.39568,-0.34224,0.469026549
0.36599,-0.85838,-1.44864,-0.2761,-0.34069,0.389380531
0.83009,-0.76632,-0.94889,0.46581,-0.02271,0.353982301
0.79858,-1.05852,-0.78617,-0.33079,-0.2163,0.247787611
1.7711,-0.65054,-0.3073,-1.28385,0.93989,0.247787611
2.97756,-1.07011,0.28008,0.2818,0.07203,0.327433628
3.43268,-0.49254,0.52227,-0.07934,0.25115,0.504424779
