a,b,c,d,e,PM2.5
0.9166,1.60993,0.08144,1.75463,0.32183,0.079646018
1.4658,0.67463,0.58546,1.08828,0.26958,0.150442478
0.21738,0.40159,1.70315,1.31017,0.31553,0.212389381
0.71555,0.8886,2.72272,2.8508,0.45986,0.150442478
-0.92018,0.2857,0.91431,0.60825,0.23074,0.10619469
-1.15022,0.09488,0.50693,-0.18875,-0.16312,0.061946903
-1.06871,-0.06794,0.36787,-0.51183,-0.14544,0.079646018
-1.11136,0.04196,0.51281,0.21038,-0.18224,0.061946903
-0.29646,-0.54976,0.64493,-0.59032,0.06172,0.079646018
0.17363,-0.30238,0.75204,-0.12269,0.39556,0.088495575
-0.21586,-0.19685,0.34325,-0.23441,0.38441,0.079646018
-1.38806,0.60221,0.53133,0.2308,0.08134,0.088495575
-1.48206,0.12426,0.58733,-0.16334,-0.0179,0.061946903
-1.01779,0.01911,0.47335,-0.64565,0.54845,0.061946903
-1.15752,-0.03324,0.6758,-1.03946,0.25471,0.017699115
0.30338,-0.91925,0.90296,-0.76025,1.93959,0.044247788
-0.00994,-1.00416,0.92763,0.12875,-0.24817,0.044247788
-0.19221,-0.46391,1.16785,-0.28762,-0.51525,0.017699115
0.67254,0.28283,1.85776,0.54017,-0.33803,0.008849558
1.50488,1.03482,0.92534,2.88301,0.37447,0.008849558
0.65031,1.27221,1.37866,1.38951,-0.27279,0
1.65377,1.66996,1.03201,3.72357,-1.33892,0
1.20476,0.52867,1.62339,1.40609,1.09273,0.044247788
0.43483,0.45211,1.3087,0.99027,0.35145,0.07079646
-0.58702,1.35206,2.08677,3.39554,5.50806,0.07079646
-1.11084,0.60361,1.13577,0.65274,0.06487,0.044247788
-0.94226,0.41258,0.99762,-0.05337,-0.45645,0.053097345
-0.34632,0.13847,1.47818,-0.40502,-0.66055,0.132743363
0.37921,-0.35795,1.6789,0.18505,-0.21944,0.132743363
-0.54732,0.1345,0.92525,-0.04789,-0.25116,0.07079646
-0.54967,-0.07202,0.71176,-0.91475,-0.31479,0.008849558
0.1207,-0.45013,0.52402,-0.81796,-0.23124,0.061946903
-0.21049,0.13592,0.71759,0.44086,0.11829,0.061946903
-1.08106,0.49109,0.45338,0.14714,0.07729,0.061946903
0.08257,0.55063,0.82251,0.69492,0.35315,0.008849558
-0.58754,0.91336,0.47966,0.9803,0.35119,0.008849558
-1.2507,1.00355,0.63049,0.72762,0.06479,0.026548673
-1.41707,0.94097,0.95637,1.02512,0.34693,0.088495575
-1.30027,0.86156,1.14075,0.95473,0.21185,0.079646018
-1.27606,0.97295,0.97042,0.88512,0.23967,0.061946903
-0.90385,1.22816,1.07157,1.17021,0.20204,0.008849558
-0.98919,1.32305,1.37104,1.75647,0.10702,0.061946903
-0.7922,1.39366,1.1883,1.67192,0.13642,0.14159292
0.6563,2.16296,0.77369,3.5826,0.38444,0.150442478
0.59776,2.29586,0.69719,4.11457,0.55515,0.150442478
0.53893,1.96595,0.6499,3.4902,0.49395,0.097345133
0.07223,1.09095,1.13591,1.92917,1.81918,0.10619469
-0.19882,1.70306,0.89879,2.41343,0.48524,0.132743363
-0.22041,2.26338,1.046,3.55038,0.39539,0.132743363
0.56518,1.87679,1.05335,3.20846,0.3026,0.123893805
0.66351,1.83463,1.52351,3.33658,0.0755,0.053097345
-0.38653,1.53098,1.10506,2.04281,0.08497,0.026548673
-0.33663,1.20717,0.93948,1.4127,-0.03746,0.044247788
-0.31019,0.9257,1.05133,0.91913,-0.0358,0.017699115
-0.67907,1.11425,0.86224,1.16481,-0.03884,0.07079646
-0.68896,0.93727,0.69883,0.6794,-0.2035,0.053097345
-0.97379,1.02732,0.70178,0.90907,0.14103,0.061946903
-1.23519,0.78293,0.76832,0.4295,0.00231,0.061946903
-1.39197,0.90336,1.04556,1.02663,0.29719,0.150442478
-1.32545,0.83576,1.06519,0.72778,0.13764,0.194690265
-1.38066,1.12021,0.90195,1.21657,0.19122,0.168141593
-1.33531,1.77951,1.27766,2.64645,0.34924,0.044247788
-1.33531,1.77951,1.27766,2.64645,0.34924,0.044247788
-1.33531,1.77951,1.27766,2.64645,0.34924,0.044247788
-1.13489,1.30794,1.03246,1.22691,0.00706,0.008849558
-0.56927,1.43734,1.09353,1.55677,-0.13611,0.053097345
-0.58256,1.4407,1.15378,1.63955,-0.09568,0.061946903
-0.82486,1.75606,0.84528,2.13315,0.08221,0.061946903
-0.37438,1.53467,1.07641,2.19236,0.10008,0.008849558
0.0182,1.24004,0.75832,1.84757,-0.49937,0.053097345
-0.79199,0.58083,1.25735,0.9359,1.52871,0.053097345
-0.35909,0.30668,2.07255,1.16277,5.27931,0.079646018
-0.82281,0.17633,1.39856,0.40924,2.45194,0.026548673
-0.91462,0.14626,2.5396,1.79525,8.41409,0.026548673
1.0044,-0.12684,3.68357,1.64898,5.68622,0.008849558
-0.67302,0.49999,1.50899,1.13869,0.34612,0.061946903
-1.13864,0.47501,1.2871,0.64299,0.81322,0.061946903
-1.01358,0.56016,1.80923,-0.0763,2.86561,0.053097345
-1.29742,-0.62062,4.40152,4.49335,22.80552,0.008849558
-1.30449,0.08619,2.05819,1.28242,5.26973,0.008849558
-1.44994,0.28912,1.27953,1.02935,2.90336,0.008849558
-1.46063,0.48211,1.20261,0.74413,2.53261,0.008849558
-0.56749,-0.77611,0.66224,-0.07711,-0.05965,0.168141593
-0.54986,-0.82192,0.68336,-0.16823,-0.04413,0.14159292
-0.51377,-0.87349,0.66404,-0.28958,-0.08021,0.061946903
0.59583,-0.59741,0.75318,-1.6096,1.19084,0.132743363
0.54071,-0.71638,0.56363,-0.99765,0.68167,0.185840708
0.98263,-0.659,0.97114,-0.41034,0.2379,0.238938053
1.12175,-0.0636,1.52018,0.43844,-0.10683,0.256637168
0.76651,0.30962,1.09355,0.84082,0.19781,0.283185841
0.93141,0.81079,0.71296,0.70828,0.047,0.256637168
0.46199,0.83648,0.60895,-0.84548,0.2093,0.230088496
0.08555,0.86974,0.76923,-0.81644,-0.34149,0.300884956
0.74601,1.7416,-0.06622,1.73162,-1.90106,0.327433628
-0.18228,1.78399,-0.34591,0.45782,-0.93139,0.336283186
-0.50497,1.85331,-0.31636,0.09762,-0.45465,0.292035398
-0.30005,2.15288,-0.05596,0.40411,-0.56474,0.336283186
0.11467,2.40361,-0.10374,0.93579,-1.33702,0.336283186
0.47615,2.28481,0.16066,0.95032,-1.4331,0.345132743
0.9516,2.47745,0.49369,1.61763,-2.00715,0.336283186
1.7141,1.72958,1.06733,1.29606,-1.88705,0.371681416
0.20291,0.68743,0.46082,0.37056,-0.27872,0.318584071
-0.05994,0.43514,0.70045,0.32506,-0.05678,0.292035398
-0.46156,0.39922,0.4635,-0.17258,-0.14707,0.247787611
-0.5141,0.39972,0.39145,0.23069,0.20925,0.292035398
-0.31508,0.50752,0.70575,0.85874,0.29569,0.309734513
-0.58162,0.62095,0.80175,0.72997,0.35978,0.309734513
-0.77431,0.51922,1.10957,0.3937,0.07231,0.212389381
-1.16708,0.57176,1.12173,0.62131,0.1727,0.10619469
-1.36293,0.54778,1.14456,0.5655,0.24591,0.07079646
-1.3126,0.72272,0.68932,0.28133,0.0804,0.097345133
-1.27103,0.90436,0.5862,0.59993,0.02516,0.159292035
-1.06011,0.68259,0.61898,0.08746,-0.19192,0.115044248
-1.24516,1.44753,0.89153,1.51113,0.21982,0.097345133
-1.25358,1.06871,1.01347,0.8556,0.0673,0.061946903
-0.8217,1.76023,0.84513,1.65041,0.05752,0.123893805
-0.78663,2.12972,0.46909,1.66854,-0.08397,0.159292035
-0.75726,2.41879,0.20147,1.83938,-0.10566,0.203539823
-1.06812,2.56901,0.31317,2.33097,0.11418,0.221238938
-0.91414,1.87332,0.70767,1.43218,0.18146,0.185840708
-1.0879,1.83575,0.72996,1.1203,0.08432,0.123893805
-0.64721,2.10132,0.65853,1.76606,-0.06695,0.10619469
-0.50681,2.05528,0.94518,1.49967,-0.25817,0.123893805
-0.43471,1.36206,1.16677,0.89896,-0.27623,0.185840708
-0.80197,0.83948,1.25838,0.09645,-0.30803,0.14159292
-0.90572,1.09001,1.30067,0.68731,-0.09482,0.132743363
-0.62082,1.01493,1.0949,0.35369,-0.38343,0.097345133
-0.67197,1.00561,1.03326,0.45863,-0.40243,0.10619469
-0.97583,1.28779,0.87429,0.99586,-0.07906,0.061946903
-1.08805,1.03377,0.97537,0.65247,0.02946,0.061946903
-0.96986,0.73394,1.01313,0.03509,-0.15504,0.053097345
-0.96412,0.62407,1.08855,-0.11508,-0.03031,0.088495575
-1.0684,0.75856,1.30644,0.36443,0.07807,0.07079646
-1.47215,0.73077,1.09104,0.55841,0.2998,0.061946903
-1.47784,0.91451,1.11544,0.84347,0.3051,0.017699115
-1.48964,1.29151,1.15846,1.54662,0.36618,0.017699115
-1.3573,1.24531,1.19767,1.46867,0.27802,0.097345133
-0.88365,0.82067,1.08782,0.52367,-0.24709,0.10619469
-0.72904,0.53576,0.91883,-0.38737,-0.40688,0.115044248
1.6925,0.24799,1.37321,1.64367,0.15852,0.026548673
-0.01748,-0.0347,1.74305,0.44904,0.79076,0.017699115
-0.75934,0.33424,1.22689,0.68378,1.16957,0.008849558
-1.36884,0.53321,0.80991,0.94839,0.11815,0.008849558
-0.82991,0.62633,0.82371,0.28661,0.20761,0.061946903
0.14656,0.6024,0.82372,0.85589,0.36836,0.132743363
-0.51158,0.53904,0.91966,0.39917,0.24812,0.14159292
-0.85886,0.99349,1.23168,1.59931,0.75932,0.088495575
-0.93135,0.62571,1.66871,0.96164,1.22548,0.017699115
-0.89917,0.01463,1.02605,-0.77884,-0.14191,0.008849558
-0.5387,-0.1551,0.40845,-0.52187,-0.37272,0.044247788
-0.29371,-0.65898,0.82901,-0.75581,-0.60956,0.061946903
-0.83915,-0.40375,0.57524,-0.68896,-0.50321,0.14159292
-1.0416,-0.40945,0.71259,-0.38906,-0.23724,0.123893805
-0.64379,-0.68615,0.62678,-0.48622,-0.29528,0.150442478
-1.13961,-0.26799,0.65584,0.00584,-0.18609,0.088495575
-1.36511,-0.33989,0.67774,-0.21751,-0.18326,0.061946903
-1.27213,-0.35063,0.59558,-0.00214,-0.06307,0.017699115
-1.30231,-0.44519,0.71967,-0.08222,-0.00301,0.008849558
-0.96385,-0.68772,0.70724,-0.15084,-0.0877,0.017699115
-0.95492,-0.68208,0.69362,-0.35937,-0.43301,0.044247788
-0.11728,-1.02001,0.55481,-0.23604,-0.41405,0.10619469
1.32201,-0.84846,1.85663,-0.75861,-0.31687,0.132743363
0.80229,0.41041,0.85428,0.85945,0.23646,0.132743363
0.4029,0.72877,0.60744,0.45917,0.2366,0.132743363
0.37788,1.01924,-0.34257,0.35281,0.22529,0.115044248
0.35834,1.67973,-0.62989,0.73391,-0.74233,0.168141593
0.43054,1.58623,-1.08312,0.08133,-0.26413,0.212389381
0.01519,1.58237,0.31698,-0.85496,0.39439,0.292035398
0.02977,1.26826,0.19153,-1.48619,0.34882,0.353982301
-0.15632,1.48191,0.24813,-1.09593,0.47608,0.336283186
0.12143,1.17179,0.40998,-1.41793,0.38937,0.300884956
0.57104,0.97029,0.41039,-1.85404,-0.12292,0.265486726
1.22483,0.66896,0.15972,-1.22141,-0.34259,0.265486726
0.82202,0.87218,-0.05347,0.56969,-0.39726,0.283185841
-0.07802,0.8276,-0.03496,0.45676,0.11069,0.265486726
-0.37533,0.65556,-0.12912,0.07909,0.26073,0.283185841
-0.36649,0.84763,0.04589,1.01598,0.66868,0.309734513
-0.6063,0.59338,0.11586,0.45273,0.50198,0.300884956
-0.75626,0.08333,0.05997,-0.17344,0.45835,0.247787611
-0.90984,0.32288,-0.11108,-0.06048,0.61934,0.123893805
-0.94596,0.14713,-0.13404,-0.69366,0.59556,0.053097345
-0.8043,-0.21098,0.06689,-1.02894,0.49854,0.008849558
-0.67372,-0.18224,0.04979,-1.32077,0.4472,0.03539823
0.2596,-0.23753,0.23905,-0.47946,0.23291,0.07079646
-0.44775,0.41987,0.13203,-0.0323,0.18185,0.088495575
-0.61527,0.98691,0.37088,1.03999,0.23527,0.115044248
-0.83805,1.284,0.67632,1.04665,0.0906,0.10619469
1.07947,1.8616,0.11233,3.16026,0.58223,0.14159292
0.48403,2.05128,-0.1299,2.29795,0.18961,0.212389381
0.40965,1.77992,-0.09931,1.32055,-0.07603,0.203539823
-0.03937,1.11492,0.64084,-0.12158,3.0201,0.212389381
-0.70292,0.34307,1.06464,0.69771,1.55135,0.10619469
-1.21195,0.42853,1.06367,1.09291,0.86362,0.10619469
-1.33032,0.47613,1.15938,0.39766,0.46713,0.10619469
-0.85077,0.34568,1.36042,-0.14238,-0.10546,0.10619469
-0.66901,0.33624,1.60421,0.38637,-0.30852,0.03539823
-1.10851,0.34664,1.07194,0.03112,-0.1901,0.079646018
-0.92169,0.20588,1.13797,-0.30153,-0.3399,0.14159292
-0.31871,0.01475,1.37843,-0.44493,-0.45652,0.185840708
-0.3408,-0.27464,1.33711,-0.48065,-0.55957,0.203539823
-1.07675,-0.26891,1.09725,-0.8106,-0.34327,0.132743363
-1.20208,-0.3695,1.02211,-0.81457,-0.27712,0.10619469
-1.32093,-0.21346,1.01944,-0.18683,-0.2395,0.044247788
-1.04912,-0.43904,0.99434,-1.00226,0.12622,0.061946903
-1.17015,-0.25797,0.95254,-1.1787,-0.01167,0.07079646
-0.80225,0.12232,1.10427,-2.37407,0.81805,0.123893805
-1.4328,-0.206,1.39303,0.83682,5.43707,0.115044248
-1.37474,-0.07253,0.65087,0.18818,1.23406,0.150442478
-1.40096,-0.10474,0.67525,0.11472,0.51615,0.115044248
0.2934,-0.65881,1.34537,0.1671,-0.18925,0.097345133
-1.05521,0.29266,1.39918,1.28057,-0.00334,0.026548673
-0.08271,-0.12956,1.02418,-0.59457,-0.42202,0.03539823
1.04415,-0.07306,0.97372,-0.12192,-0.23446,0.088495575
2.42074,0.39312,0.82589,2.353,-2.59616,0.159292035
0.31467,0.75638,0.09712,0.16741,-1.19078,0.123893805
0.58466,1.3103,0.00069,-0.5557,-0.19078,0.115044248
1.10634,1.7683,0.26352,-0.45198,0.19277,0.14159292
0.92066,1.43844,0.84196,-0.20125,0.7252,0.247787611
0.64578,0.97477,1.08523,-1.49903,0.55897,0.283185841
-0.07446,-0.54382,0.30968,-0.23094,-0.99126,0.203539823
-0.56961,-0.81036,0.42464,-0.9907,-1.0816,0.132743363
-0.36176,-0.62507,0.94827,-0.6622,-0.70543,0.132743363
0.20427,0.23425,1.81125,0.30082,-0.07106,0.150442478
0.04666,-0.67869,1.87923,-0.21558,1.1835,0.14159292
-0.60336,-0.76686,1.39362,-0.18801,0.64824,0.123893805
-1.37472,-0.20375,1.23561,0.20061,1.45988,0.132743363
-1.4198,-0.30445,0.76492,-0.15129,-0.15827,0.10619469
-1.31342,-0.2034,0.95,-1.28917,0.29656,0.053097345
-1.24844,-0.75806,0.77903,-0.91829,-0.49233,0.008849558
-1.33332,-0.67434,1.00883,-0.44287,-0.17426,0.008849558
-1.29752,-0.77732,1.01271,-0.59469,-0.36822,0.008849558
-0.97191,-0.79671,1.2262,-0.55556,-0.53071,0.008849558
-0.50275,-0.64126,1.12847,-0.50745,-0.68784,0.008849558
0.63244,-0.04096,1.93406,-1.48128,0.21311,0.008849558
1.21224,0.19824,1.54282,0.40217,-0.62831,0.026548673
1.09402,0.86346,0.47211,1.51393,0.10058,0.044247788
0.6225,1.04527,0.52264,1.01755,-0.193,0.061946903
-0.0076,1.76729,-0.04218,1.17096,0.01889,0.044247788
-0.21602,1.44542,0.16223,0.19017,-0.16722,0.061946903
0.1617,0.94913,0.15672,0.23389,0.48751,0.10619469
0.1644,0.60322,0.5921,-0.83809,0.29218,0.168141593
0.39608,1.49127,1.27557,-0.64975,-0.05712,0.17699115
0.27789,0.59283,1.31966,0.78285,0.58348,0.115044248
0.3623,0.31262,1.77632,1.22389,0.87477,0.044247788
-0.88511,0.39157,1.27001,0.66996,0.46658,0.008849558
-1.05488,-0.1698,1.00677,-0.35461,-0.08736,0.044247788
-0.60565,-0.2676,1.245,-0.48588,-0.1265,0.061946903
-0.66642,-0.22958,1.13731,-0.7155,-0.11607,0.088495575
-0.6633,-0.61055,0.62303,-1.01499,0.04606,0.123893805
-0.25084,-0.60955,0.90586,-0.46525,0.1623,0.14159292
-0.38196,-0.43208,0.89,-0.3532,0.32891,0.159292035
-0.48781,-0.69019,0.68189,-0.53877,0.00496,0.115044248
-0.77177,-0.86671,0.9848,-0.66459,-0.51185,0.10619469
-1.01015,-0.74892,0.90606,-0.55499,-0.30871,0.061946903
-1.0464,-0.66799,1.01174,-0.88994,-0.43744,0.03539823
-0.67013,-0.9406,1.1481,-0.49388,-0.69155,0.008849558
-0.47095,-1.1236,0.92017,-0.06435,-1.02133,0.03539823
-0.1269,-0.54578,1.37529,-1.18378,-0.09195,0.03539823
-0.87244,-0.29896,0.94989,-1.65397,-0.31184,0.026548673
-0.74171,0.63616,1.01484,-2.50046,0.65001,0.008849558
-0.80225,0.57446,0.27732,-1.23223,-0.02658,0.008849558
-0.65642,1.08118,0.20808,-1.43683,0.45223,0.097345133
-0.6001,1.75561,0.38116,-0.43409,0.79989,0.159292035
-0.75125,1.78976,0.4548,-0.68275,0.59023,0.212389381
-0.50793,1.31133,0.77688,-1.54304,0.35507,0.115044248
-1.04035,0.36529,0.20002,-1.7239,-0.22879,0.115044248
-1.18574,0.05699,0.02234,-0.38596,-1.09807,0.115044248
-1.09413,0.2699,0.8221,0.66569,0.44753,0.150442478
-1.45181,0.566,0.87978,1.44099,0.94995,0.079646018
-1.37863,0.19334,0.43892,0.2523,-0.32092,0.079646018
-1.51929,0.69911,0.54403,1.38824,-0.2787,0.097345133
-1.34599,0.27364,0.28881,0.25029,-0.58996,0.168141593
-0.72134,-0.18139,0.47698,-0.93267,-0.41379,0.159292035
-1.19169,-0.35487,0.75062,-0.4101,-0.36423,0.150442478
-1.03712,-0.5712,0.94619,-0.2564,-0.24036,0.079646018
-0.51393,-1.07101,0.66813,-0.56004,-0.00438,0.03539823
-0.47621,-1.07585,0.75146,-0.67649,0.01477,0.061946903
-0.40532,-1.32677,0.40552,-0.68242,-0.47678,0.07079646
-1.00496,-0.34675,0.6667,0.39069,-0.42802,0.07079646
-1.00602,-0.80543,0.28486,-0.56363,-0.87539,0.008849558
-0.838,-0.81675,0.77049,-0.17753,-0.98946,0.008849558
-0.63931,-0.05164,0.85586,-1.18877,-0.1734,0.008849558
-0.52357,0.58526,0.81941,-2.2724,0.61289,0.008849558
-0.69196,1.13909,0.67465,-1.26603,0.83458,0.079646018
-1.02777,0.46939,0.09909,-1.23381,0.0203,0.10619469
-1.26087,0.7005,-0.25986,-0.34248,-0.05807,0.150442478
-1.08601,0.37045,-0.4071,-0.38135,-0.60728,0.07079646
-1.25462,0.46304,-0.37046,0.19426,-0.61556,0.053097345
-1.15345,0.27012,-0.19035,-0.18274,-0.55779,0.044247788
-1.01303,0.5736,0.19609,-0.89883,0.35384,0.07079646
-0.9544,0.32704,0.41701,-0.41754,-0.0283,0.097345133
-0.71979,0.95756,0.83012,-1.43647,1.01859,0.115044248
-0.84426,-0.16766,0.38784,0.49133,-0.87051,0.10619469
-0.72389,-0.53607,0.53378,-0.22517,-0.92895,0.132743363
-0.56314,-0.54003,0.35802,0.00799,-0.87636,0.10619469
-0.65044,-1.04561,0.55133,-0.10889,-1.08713,0.132743363
-0.70654,-1.04431,0.35954,-0.18507,-0.28804,0.123893805
-0.9356,-0.83983,0.55208,-0.00075,-0.57745,0.17699115
-1.06986,-0.93944,0.30946,-0.23028,-0.33386,0.115044248
-0.75297,-1.09097,0.24418,-0.22551,-0.34712,0.123893805
-0.52638,-0.79537,0.49176,-0.93814,0.63865,0.061946903
-0.63001,-1.50465,0.28386,0.2656,-0.51875,0.061946903
-0.88094,-1.17943,0.68633,-0.31529,-0.70777,0.044247788
-0.84129,-1.02487,0.72307,-0.02169,-0.72161,0.088495575
-0.84767,-0.4915,0.9795,-0.87418,-0.02492,0.123893805
-0.64306,-0.29804,1.15722,-1.02982,0.06599,0.088495575
-0.58006,-0.09408,1.11158,-0.98574,0.02513,0.061946903
-0.863,-0.55376,0.57415,-0.18179,-0.9376,0.044247788
-0.56613,0.56856,1.01629,-1.36017,0.7397,0.10619469
-1.03198,-0.4607,0.31718,0.18401,-0.9158,0.097345133
-1.09223,-0.39355,-0.29569,-0.30151,-1.14128,0.132743363
-0.9676,0.41924,-0.36313,-0.89367,-0.39608,0.088495575
-1.05652,0.34789,-0.60506,-0.08731,-0.75251,0.10619469
-0.92018,0.23262,-0.40368,-0.18509,-0.81837,0.097345133
-0.56313,0.01491,-0.20708,-0.06178,-0.75211,0.14159292
-0.19746,0.22105,0.3225,-1.10875,0.00148,0.097345133
-0.25527,0.10922,0.62292,-1.3143,0.18097,0.097345133
-0.40327,-0.41835,0.51716,-0.51404,-0.42161,0.03539823
-0.55512,-0.88216,0.41198,-0.52618,-0.92412,0.03539823
-0.68784,-0.7326,0.47249,-0.40228,-1.09701,0.026548673
-0.78013,-0.84661,0.47456,-0.44933,-1.00786,0.026548673
-0.93229,-0.94909,0.53748,-0.38799,-0.92239,0.026548673
-0.72289,-0.49233,0.83246,-1.39575,-0.00825,0.008849558
-1.00073,-1.06089,0.51374,-0.45064,-0.78983,0.008849558
-0.86447,-1.03509,0.33943,-0.36965,-0.65151,0.008849558
-0.86467,-1.17666,0.53712,-0.35371,-0.6504,0.097345133
-0.65229,-0.54638,0.91207,-1.7071,0.00187,0.097345133
-0.83471,-1.07713,0.74402,-0.67587,-0.95605,0.097345133
-0.32272,0.40598,1.22743,-1.59096,1.09788,0.017699115
-0.34537,0.31987,0.99398,-1.77049,0.90602,0.088495575
-0.55363,0.81483,0.89969,-1.27645,0.79219,0.10619469
-0.47817,0.94731,0.57553,-1.64875,0.70333,0.088495575
-0.57552,1.0496,0.5045,-1.62558,0.77447,0.017699115
-0.77003,0.58921,0.07526,-1.18288,0.05821,0.088495575
-0.93181,0.49793,0.13152,-1.03847,0.10504,0.150442478
-1.10185,-0.00743,-0.11832,-0.03194,-0.76845,0.150442478
-0.86234,0.54335,0.01177,-0.27303,-0.23843,0.061946903
-0.59575,0.17295,-0.11476,-0.33948,-0.42437,0.044247788
-0.8999,0.31738,0.03209,0.72168,-0.87203,0.053097345
-1.04571,0.26401,0.34055,1.0037,-0.84006,0.10619469
-0.77661,-0.33922,0.55063,-0.06858,-0.94937,0.079646018
-0.52273,-0.7922,0.52041,-0.31566,-0.98365,0.061946903
-0.37028,-0.90082,0.4108,0.0667,-0.68193,0.10619469
-0.92437,-0.67451,0.64168,-0.39876,-0.86414,0.088495575
-0.80644,-0.39817,0.89534,-1.54761,0.00636,0.115044248
-0.86349,-1.29911,0.38737,-0.43113,-0.74505,0.017699115
-0.95296,-1.22606,0.32435,-0.45164,-0.6744,0.017699115
-1.18139,-0.78674,0.60387,-0.07891,-0.66046,0.008849558
-1.28492,-0.46056,0.71576,0.42941,-0.44237,0.008849558
-1.36021,-0.33674,0.5314,0.38825,-0.37232,0.008849558
-1.24439,-0.49848,0.52544,-0.1136,-0.64725,0.008849558
-0.63369,-1.11975,0.37838,-0.03533,-0.59706,0.053097345
-0.3527,-1.05377,0.80604,0.11502,-0.71718,0.044247788
0.81737,0.22157,1.53528,-1.4342,0.79756,0.061946903
0.22744,0.94678,0.96875,-0.7468,0.74383,0.044247788
0.11233,1.13497,0.98753,-0.46901,0.80359,0.044247788
2.69621,0.57733,-0.57231,1.76843,2.08902,0.132743363
-0.66324,1.70022,-0.02218,-0.42057,0.8505,0.132743363
-0.73958,1.97866,-0.06031,-0.79209,0.52913,0.150442478
-0.62901,2.08204,-0.51005,-1.13902,0.29994,0.194690265
-0.29454,2.00854,-0.80717,-1.20727,0.63505,0.10619469
0.94672,1.86006,-0.50715,-0.6356,0.68022,0.230088496
1.67662,1.414,-0.61414,-0.82066,0.99599,0.327433628
1.34974,1.32073,-0.51004,-0.82536,0.53002,0.336283186
1.56429,0.74137,0.39417,-1.34474,-0.1526,0.292035398
1.74474,-0.25692,-0.28409,-0.44619,-0.77584,0.292035398
1.45172,-0.12638,0.12427,0.73823,-0.49209,0.300884956
1.13479,-0.14578,0.36839,0.87477,-0.45732,0.247787611
0.73707,-0.23298,0.712,0.87054,-0.4625,0.194690265
0.8107,-0.54528,0.29813,0.58085,-0.31041,0.292035398
0.768,-0.58135,0.21686,0.66503,-0.17274,0.309734513
0.80225,-0.60874,0.13622,0.02373,-0.06323,0.265486726
0.78745,-0.64022,0.07203,0.05178,-0.26265,0.221238938
0.10064,-0.53244,0.07523,-0.09079,-0.5624,0.185840708
-0.30062,-0.47456,0.26607,-0.15291,-0.37828,0.230088496
0.19393,-0.25181,-0.03937,0.41673,-0.77877,0.194690265
0.51641,-0.68347,-0.36212,0.19298,-1.24628,0.247787611
1.05267,0.77324,0.29275,-1.54286,0.37042,0.283185841
0.96501,1.20788,0.05129,-1.78969,0.29395,0.256637168
0.4876,1.60648,-0.47211,-1.87877,0.2515,0.230088496
0.37294,1.85923,-1.17004,-1.67193,0.14687,0.300884956
0.79189,1.93983,-0.85102,-1.30712,0.01381,0.353982301
0.19474,1.89105,-1.44074,-1.83855,0.08284,0.353982301
-0.6962,0.85938,-0.86896,0.04923,-0.40989,0.247787611
-0.69308,0.60772,-0.24252,-0.37006,-0.55773,0.318584071
0.88645,1.10887,0.26643,0.93305,-0.84132,0.407079646
3.27896,2.15748,0.36697,3.8327,-2.58898,0.557522124
0.71982,1.24848,0.959,1.16886,-0.79107,0.504424779
-0.71648,0.54795,-0.04026,-0.28334,-0.27069,0.398230088
-0.88057,0.28596,0.28404,-0.3324,0.12987,0.283185841
-0.80397,-0.35954,0.27537,-0.47193,-0.28505,0.185840708
-0.95697,-0.46951,0.36713,-0.6621,-0.89632,0.194690265
-1.02512,-0.56327,0.34068,-0.65426,-0.79093,0.088495575
-1.11537,-0.70176,0.5568,-1.18263,-0.5708,0.132743363
-1.08759,-0.74352,0.62206,-0.15278,-0.57455,0.061946903
-1.14789,-0.50505,0.81916,-1.22443,-0.29103,0.14159292
-1.06795,-0.80512,0.81612,-0.8324,-0.45784,0.088495575
-1.33679,-0.90618,1.15506,-0.97432,-0.31453,0.079646018
-1.07948,-0.64436,1.11819,-0.60186,-0.17763,0.008849558
-0.49308,-0.79686,1.22545,-0.89692,-0.04208,0.008849558
0.56152,-0.63973,1.52722,0.06105,0.08836,0.008849558
1.06533,-0.56073,1.49363,-0.29368,0.4427,0.008849558
0.88537,0.06691,1.21506,-1.11837,0.51971,0.008849558
1.91645,0.67907,0.15441,1.32197,0.36182,0.07079646
1.88637,0.72749,-0.2905,-0.11024,0.31798,0.265486726
1.63304,1.04544,-0.39921,-0.10748,0.28667,0.380530973
0.67748,1.12381,-0.32784,-1.33217,0.75085,0.486725664
0.54433,0.88396,0.51142,-1.57658,1.14208,0.513274336
